iter	Logloss
228	0.2820287299
229	0.2818585363
230	0.2817698251
231	0.2816998806
232	0.2816032079
233	0.2815164437
234	0.2813829936
235	0.2813139813
236	0.2812420983
237	0.2811337895
238	0.2810498419
239	0.2808574683
240	0.2807465946
241	0.2806440678
242	0.28058924
243	0.2805405846
244	0.280384339
245	0.2801462577
246	0.2800760135
247	0.2800145555
248	0.2799163568
249	0.2798636293
250	0.2797612865
251	0.2796077818
252	0.2795583422
253	0.2794822066
254	0.2794148114
255	0.2793221004
256	0.2791982093
257	0.2791225231
258	0.2788105039
259	0.2787421902
260	0.2786631012
261	0.27856274
262	0.2784847721
263	0.2783700449
264	0.2782717495
265	0.2782039764
266	0.2779316908
267	0.2776838474
268	0.2776141386
269	0.2774046299
270	0.2773150474
271	0.2771521986
272	0.2770095426
273	0.2769200478
274	0.2768277547
275	0.2767626827
276	0.2766825331
277	0.2766144212
278	0.2765452086
279	0.2764399715
280	0.2763575915
281	0.2763104189
282	0.2762538989
283	0.2761770779
284	0.2761041229
285	0.2760081107
286	0.2759324715
287	0.275837409
288	0.2757535624
289	0.2756585147
290	0.275609878
291	0.2754933663
292	0.2754074405
293	0.2753538177
294	0.2752822845
295	0.2751900985
296	0.275123439
297	0.2750091809
298	0.2749616386
299	0.2748747744
300	0.2748269311
301	0.2747562751
302	0.2746822385
303	0.2745959416
304	0.2745405491
305	0.2744790972
306	0.2744507041
307	0.2743731463
308	0.2742653443
309	0.2742087386
310	0.2741590874
311	0.2741095716
312	0.2740525144
313	0.2739858494
314	0.2739255407
315	0.2738642097
316	0.2737479443
317	0.273657552
318	0.2735880236
319	0.2735278455
320	0.2734824562
321	0.2732731201
322	0.2731742737
323	0.2731033522
324	0.273039786
325	0.2729573617
326	0.2728864003
327	0.2728115644
328	0.2727504368
329	0.2726849024
330	0.2724636554
331	0.2724457173
332	0.2723604463
333	0.2722821263
334	0.2722021828
335	0.272138201
336	0.2720602241
337	0.2719838354
338	0.2719075912
339	0.2718527628
340	0.2717425599
341	0.271686963
342	0.271636343
343	0.2715796927
344	0.271528648
345	0.2714613235
346	0.2714023591
347	0.2713429648
348	0.271288945
349	0.2712725094
350	0.2712249889
351	0.2711743606
352	0.2711169972
353	0.2710472959
354	0.2709661759
355	0.2709006477
356	0.2708284512
357	0.2707431375
358	0.27067998
359	0.2706095353
360	0.2705505601
361	0.2704951218
362	0.2704437759
363	0.2703898639
364	0.2703389353
365	0.2702665887
366	0.2701992682
367	0.2701245376
368	0.2700256986
369	0.2699824462
370	0.2698938057
371	0.2698330718
372	0.269802094
373	0.2697066315
374	0.2696780379
375	0.2695866988
376	0.269541146
377	0.2694693276
378	0.2694141262
379	0.2693452859
380	0.2692824142
381	0.2692348169
382	0.2692198259
383	0.2691743215
384	0.2691208682
385	0.2690832147
386	0.269032391
387	0.2689827921
388	0.2689164091
389	0.2688927209
390	0.2688211227
391	0.2687781479
392	0.2687417094
393	0.2686675438
394	0.2686164701
395	0.2685439055
396	0.2684227553
397	0.2683662691
398	0.26831126
399	0.2682415336
400	0.2681754526
401	0.2681332261
402	0.2679533159
403	0.2679009536
404	0.2678341757
405	0.2677830858
406	0.2677316705
407	0.2676419033
408	0.267566154
409	0.2674910137
410	0.2674342502
411	0.2673838218
412	0.2673531703
413	0.2673120274
414	0.2672542724
415	0.2672101941
416	0.2671745703
417	0.2671260249
418	0.2670761002
419	0.2670155416
420	0.2669327149
421	0.2668368793
422	0.2668110182
423	0.266755874
424	0.2667399755
425	0.2666637022
426	0.2666085258
427	0.2665409996
428	0.2664616272
429	0.2664176459
430	0.2663265607
431	0.2662574361
432	0.2662133149
433	0.2661629669
434	0.2661063847
435	0.2660466804
436	0.2659899351
437	0.2659411557
438	0.2658834967
439	0.26583934
440	0.2657756728
441	0.2656935975
442	0.2656419651
443	0.2655927999
444	0.2655351885
445	0.2654859281
446	0.2654360411
447	0.2653823878
448	0.2653111757
449	0.2652518087
450	0.2652244699
451	0.2651999957
452	0.2651114679
453	0.2650665234
454	0.2649956991
455	0.2649476446
456	0.2648881499
457	0.2648320713
458	0.2648001105
459	0.2647453744
460	0.2646773911
461	0.2646472332
462	0.2645903498
463	0.2645167413
464	0.2644440363
465	0.2643829723
466	0.264349029
467	0.2643227488
468	0.2642780929
469	0.2642186871
470	0.2641621261
471	0.2640963846
472	0.2640331581
473	0.2639694746
474	0.2639001844
475	0.2638620814
476	0.2638302951
477	0.2637635241
478	0.2637226684
479	0.2635765415
480	0.2635477757
481	0.2634969324
482	0.2634500307
483	0.2634025113
484	0.2633487638
485	0.2633308108
486	0.2632863291
487	0.2632372164
488	0.2631781776
489	0.2631249446
490	0.263077391
491	0.2630259659
492	0.2629770618
493	0.262906721
494	0.2628672303
495	0.2627933376
496	0.2627342983
497	0.262665231
498	0.2626103251
499	0.2625944069
500	0.2625516184
501	0.2624782538
502	0.2624297863
503	0.2623893459
504	0.2623348951
505	0.2622834881
506	0.2622360489
507	0.2621924907
508	0.2621300689
509	0.2620811668
510	0.2620216191
511	0.2619636173
512	0.2619491558
513	0.2618964962
514	0.2618443105
515	0.2618020726
516	0.2617662357
517	0.2617294688
518	0.2616660515
519	0.2616053662
520	0.2615512298
521	0.2615063373
522	0.2614714973
523	0.2614327748
524	0.2614008464
525	0.2613590582
526	0.2613155111
527	0.2612659078
528	0.2612110985
529	0.2611766149
530	0.2611383328
531	0.2610922366
532	0.2610505523
533	0.2609998852
534	0.2609414774
535	0.2608836113
536	0.2608370771
537	0.2607791142
538	0.260718206
539	0.2606691985
540	0.2606098767
541	0.2605812879
542	0.2605192405
543	0.2604693537
544	0.2604270599
545	0.2603720203
546	0.2603058006
547	0.2602547283
548	0.2602292331
549	0.2601903551
550	0.2601573681
551	0.2601160128
552	0.2600583768
553	0.2599940802
554	0.2599614788
555	0.2599374025
556	0.2598621501
557	0.2598157838
558	0.2597946911
559	0.259771056
560	0.2596927392
561	0.2596451051
562	0.2596030727
563	0.2595493942
564	0.2594906499
565	0.2594564574
566	0.259401273
567	0.2593640304
568	0.259330071
569	0.2593017123
570	0.2592683986
571	0.2592290831
572	0.2591833407
573	0.2591145086
574	0.2590695095
575	0.2590117354
576	0.2589397772
577	0.2588985558
578	0.2588546021
579	0.2588068174
580	0.2587623788
581	0.2587046501
582	0.2586598033
583	0.2586046622
584	0.2585642683
585	0.2585191777
586	0.2585002484
587	0.2583782604
588	0.258366658
589	0.2583233068
590	0.2582826528
591	0.2582299377
592	0.2582074653
593	0.2581591208
594	0.2581059787
595	0.2580154288
596	0.2579581481
597	0.2579140571
598	0.2578726153
599	0.2578438537
600	0.2577724483
601	0.2577179455
602	0.2576540564
603	0.2576037511
604	0.2575466412
605	0.2574999266
606	0.2574736139
607	0.2574328594
608	0.2573894241
609	0.2573541411
610	0.2573024872
611	0.2572327462
612	0.2572171447
613	0.2571673645
614	0.2571136344
615	0.2570819214
616	0.2570490499
617	0.257021182
618	0.2569876267
619	0.2569352651
620	0.2568915353
621	0.2568488871
622	0.2568099298
623	0.2567597758
624	0.25671789
625	0.256660285
626	0.256607847
627	0.2565439505
628	0.2564872554
629	0.2564313329
630	0.2564102148
631	0.2563742038
632	0.2563287329
633	0.2562996213
634	0.2562445391
635	0.2561981145
636	0.2561374312
637	0.2561111354
638	0.2560487851
639	0.2559952112
640	0.2559710967
641	0.255937625
642	0.2558936116
643	0.2558581732
644	0.2558132781
645	0.2557661275
646	0.2557114969
647	0.2556746092
648	0.2556406336
649	0.2555979813
650	0.2555416766
651	0.255478543
652	0.255443252
653	0.2554132939
654	0.2553598402
655	0.2552930747
656	0.2552529032
657	0.2552093442
658	0.2551596182
659	0.2551184946
660	0.2550772014
661	0.2550392229
662	0.2550175226
663	0.2549757353
664	0.2549267781
665	0.2548850844
666	0.2548352397
667	0.2548010346
668	0.2547551123
669	0.2547091514
670	0.254669097
671	0.2546317391
672	0.2545879193
673	0.2545277209
674	0.2545090375
675	0.2544579881
676	0.2544103158
677	0.2543757873
678	0.2543589684
679	0.2543064664
680	0.2542656207
681	0.2542186996
682	0.2541781587
683	0.2541272087
684	0.2540911348
685	0.2540453151
686	0.2540024985
687	0.2539717533
688	0.253935337
689	0.253885329
690	0.2538742484
691	0.2538283429
692	0.253774508
693	0.2537397766
694	0.2537009278
695	0.2536372565
696	0.2535949078
697	0.2535560511
698	0.2535300498
699	0.2534640314
700	0.253428253
701	0.2533600761
702	0.2533045866
703	0.2532746243
704	0.2532174505
705	0.2531722435
706	0.2531299166
707	0.25308996
708	0.2530673586
709	0.2530195083
710	0.2529534496
711	0.2529087379
712	0.2528291708
713	0.2527877778
714	0.2527635756
715	0.2527225308
716	0.2526763426
717	0.2526377249
718	0.2525803025
719	0.2525264075
720	0.252483468
721	0.2524444847
722	0.2524278516
723	0.2523411241
724	0.2523110151
725	0.2522763233
726	0.2522239823
727	0.252191801
728	0.2521561163
729	0.2521121056
730	0.2520645306
731	0.2519959397
732	0.2519517456
733	0.2518959537
734	0.2518309257
735	0.251812972
736	0.2517667533
737	0.2517354853
738	0.2516769265
739	0.2516383824
740	0.2515989894
741	0.2515699018
742	0.2515262365
743	0.2515076946
744	0.2514974896
745	0.2514598268
746	0.2514405274
747	0.2513971863
748	0.2513541833
749	0.2513266991
750	0.2512829398
751	0.2512328114
752	0.2511914526
753	0.2511532128
754	0.2511060403
755	0.251075104
756	0.2510246488
757	0.2509884779
758	0.2509608973
759	0.2508920868
760	0.2508488447
761	0.2508037886
762	0.2507864474
763	0.2507469582
764	0.250722641
765	0.2506988401
766	0.2506602561
767	0.2506329536
768	0.2506104124
769	0.2505753186
770	0.2505176971
771	0.2504775177
772	0.2504406205
773	0.2504075283
774	0.2503831591
775	0.2503452249
776	0.2503256066
777	0.2502914852
778	0.2502547953
779	0.2502290616
780	0.2501923725
781	0.250129733
782	0.2500561604
783	0.2499918014
784	0.2499550993
785	0.2499084901
786	0.2498567751
787	0.2498206855
788	0.2497953256
789	0.2497555163
790	0.2497059433
791	0.249664354
792	0.2496283955
793	0.2495925034
794	0.2495704235
795	0.24953304
796	0.2494942847
797	0.2494480067
798	0.249422872
799	0.2493783737
800	0.2493341045
801	0.2492977199
802	0.2492680779
803	0.2492387823
804	0.2492107649
805	0.2491749954
806	0.2491440891
807	0.2491092693
808	0.2490527043
809	0.2490040069
810	0.2489655183
811	0.2489471702
812	0.2489064623
813	0.2488773766
814	0.2488266067
815	0.2487670839
816	0.2487356471
817	0.2487013092
818	0.2486614393
819	0.2486415139
820	0.2486122005
821	0.248593831
822	0.2485474069
823	0.2485198438
824	0.2484841602
825	0.2484408368
826	0.2483963249
827	0.2483621093
828	0.2483102063
829	0.2482665228
830	0.2482438704
831	0.2482118562
832	0.2481791043
833	0.2481178522
834	0.2480627714
835	0.248022208
836	0.2479896345
837	0.2479462479
838	0.2479294387
839	0.2478941118
840	0.247816134
841	0.247772752
842	0.2477639305
843	0.2477222919
844	0.2476695287
845	0.2476517165
846	0.2476329712
847	0.2475932079
848	0.2475384988
849	0.2475044083
850	0.2474782501
851	0.2474166798
852	0.2473818447
853	0.2473452723
854	0.2473160583
855	0.2472780085
856	0.2472539734
857	0.2472195675
858	0.2471955742
859	0.2471600861
860	0.2471096592
861	0.2470830191
862	0.2470311632
863	0.2469918966
864	0.2469770085
865	0.2469404424
866	0.246904693
867	0.2468682161
868	0.2468561097
869	0.2468265601
870	0.2467754662
871	0.2467414855
872	0.2467257908
873	0.2466942831
874	0.2466306918
875	0.246588822
876	0.2465448379
877	0.2464876456
878	0.2464640062
879	0.2464401023
880	0.2463859231
881	0.2463532567
882	0.2463132929
883	0.2462706288
884	0.2462359387
885	0.2462067293
886	0.2461673754
887	0.2461342846
888	0.246125145
889	0.2461115716
890	0.2460788576
891	0.2460417953
892	0.2460071624
893	0.2459527161
894	0.2459143362
895	0.245881703
896	0.2458299944
897	0.2457978695
898	0.2457504576
899	0.2457268216
900	0.2456806746
901	0.2456537937
902	0.2456098954
903	0.2455800166
904	0.2455400193
905	0.2454985111
906	0.2454634101
907	0.2454354791
908	0.2453992756
909	0.2453708709
910	0.2453413314
911	0.2453182567
912	0.245280289
913	0.2452660724
914	0.2452315527
915	0.2451914239
916	0.2451627089
917	0.245125195
918	0.2450819731
919	0.2450099115
920	0.2449678141
921	0.2449285149
922	0.2448611406
923	0.2448338042
924	0.2447965028
925	0.2447189383
926	0.2446731028
927	0.2446394744
928	0.244587403
929	0.244556965
930	0.2445029123
931	0.2444639446
932	0.2444280436
933	0.2443739703
934	0.2443276334
935	0.2443025463
936	0.244253619
937	0.2442017235
938	0.2441717271
939	0.2441183603
940	0.2440848176
941	0.244057249
942	0.2440174308
943	0.2439805329
944	0.2439439413
945	0.2438954787
946	0.2438414346
947	0.2438173645
948	0.2438003921
949	0.2437800351
950	0.2437516756
951	0.2437126322
952	0.2436854698
953	0.2436563099
954	0.2436140678
955	0.2435854464
956	0.2435411731
957	0.2435182999
958	0.243488985
959	0.2434688758
960	0.2434553444
961	0.2434266398
962	0.2433918448
963	0.2433764887
964	0.2433375338
965	0.2433104505
966	0.2432842403
967	0.2432415483
968	0.2431970492
969	0.243152081
970	0.2431065275
971	0.2430671511
972	0.2430495614
973	0.2430156667
974	0.2429905224
975	0.242978025
976	0.2429178476
977	0.2428981063
978	0.2428478987
979	0.2428256083
980	0.2427845998
981	0.2427509346
982	0.242732336
983	0.2427230295
984	0.2426582219
985	0.242612894
986	0.2425749539
987	0.2425515805
988	0.2425073504
989	0.2424565071
990	0.242444798
991	0.2424105417
992	0.2423860758
993	0.2423603903
994	0.2423130706
995	0.2422713156
996	0.2422370101
997	0.2421981506
998	0.2421784698
999	0.242141635
